,Victims,Crime_Type,Police District Name,Block Address,City,State,Zip Code,Agency,Place,Sector,Beat,PRA,Address Number,Street Prefix,Street Name,Street Suffix,Street Type,Latitude,Longitude,Police District Number,Second,Minute,Hour,Week,Day,Month,Year
74871,1,Crime Against Society,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G1,94.0,8100.0,E,GEORGIA,E,AVE,38.990640348,-77.026675328,3D,0,32,12,13,28,3,2017
75020,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,N,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,2,20,12,24,3,2017
75290,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Street - In vehicle,I,3I1,148.0,11200.0,W,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,19,3,13,1,4,2017
75359,1,Crime Against Society,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Street - In vehicle,R,6R1,548.0,700.0,N,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,41,19,13,30,3,2017
75360,1,Crime Against Society,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Street - In vehicle,R,6R1,548.0,700.0,N,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,41,19,13,30,3,2017
75424,1,Crime Against Property,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,10,14,14,5,4,2017
75761,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,324.0,11100.0,N,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,58,1,15,16,4,2017
75776,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,354.0,11200.0,N,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,43,22,15,16,4,2017
75888,1,Crime Against Society,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Street - In vehicle,R,6R1,548.0,700.0,S,RUSSELL,E,AVE,39.150669959,-77.204063076,6D,0,57,15,16,17,4,2017
75924,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,E,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,5,12,16,20,4,2017
75932,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,E,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,15,17,16,20,4,2017
75983,1,Crime Against Society,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G2,93.0,8100.0,W,GEORGIA,E,AVE,38.990640348,-77.026675328,3D,0,29,17,16,21,4,2017
76247,1,Crime Against Society,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,MCPD,Street - In vehicle,R,6R1,548.0,700.0,N,RUSSELL,E,AVE,39.150669959,-77.204063076,6D,0,0,22,17,25,4,2017
76248,1,Crime Against Society,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,MCPD,Street - In vehicle,R,6R1,548.0,700.0,N,RUSSELL,E,AVE,39.150669959,-77.204063076,6D,0,0,22,17,25,4,2017
76556,1,Crime Against Property,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Parking Lot - Commercial,R,6R1,548.0,700.0,E,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,30,11,18,7,5,2017
76722,1,Crime Against Property,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Street - Residential,G,3G1,94.0,8100.0,N,GEORGIA,W,AVE,38.990640348,-77.026675328,3D,0,30,18,19,10,5,2017
76894,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,324.0,11100.0,E,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,43,16,20,15,5,2017
76895,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,324.0,11100.0,E,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,43,16,20,15,5,2017
76896,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,324.0,11100.0,E,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,43,16,20,15,5,2017
76974,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,W,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,32,17,20,17,5,2017
77234,1,Crime Against Society,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Street - In vehicle,R,6R1,548.0,700.0,E,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,45,20,21,23,5,2017
77379,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,S,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,27,21,21,27,5,2017
77422,1,Other,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Parking Lot - Commercial,R,6R1,548.0,700.0,W,RUSSELL,E,AVE,39.150669959,-77.204063076,6D,0,0,19,21,26,5,2017
77604,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,E,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,30,16,21,27,5,2017
77732,1,Crime Against Society,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G1,93.0,8100.0,E,GEORGIA,E,AVE,38.990640348,-77.026675328,3D,0,51,2,22,4,6,2017
77834,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,N,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,30,20,23,6,6,2017
78076,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,324.0,11100.0,E,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,4,23,24,12,6,2017
78858,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,321.0,11100.0,E,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,10,14,27,3,7,2017
78926,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,G,3G4,518.0,11200.0,W,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,54,14,27,4,7,2017
79091,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,N,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,2,8,27,9,7,2017
79103,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,N,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,14,21,27,9,7,2017
79150,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,354.0,11200.0,S,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,35,2,27,8,7,2017
79541,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20901.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,W,AVE,39.039814085,-76.990643605,3D,0,7,19,28,11,7,2017
79665,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,53,10,29,20,7,2017
80251,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,324.0,11200.0,E,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,43,11,31,3,8,2017
80278,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Residential,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,30,17,31,2,8,2017
80356,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,324.0,11200.0,S,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,46,0,31,6,8,2017
80357,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,324.0,11200.0,S,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,30,2,31,6,8,2017
80419,1,Crime Against Society,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G1,94.0,8100.0,S,GEORGIA,W,AVE,38.990640348,-77.026675328,3D,0,1,0,32,8,8,2017
80425,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,S,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,54,13,31,4,8,2017
80565,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,0,15,32,10,8,2017
80660,1,Other,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,472.0,20900.0,E,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,16,7,32,12,8,2017
81121,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,55,18,34,22,8,2017
81158,1,Crime Against Property,SILVER SPRING,8600 BLK  COLESVILLE RD,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G1,109.0,8600.0,W,COLESVILLE,W,RD,38.996081210999996,-77.02813565,3D,0,11,15,34,23,8,2017
81195,1,Crime Against Society,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G1,94.0,8100.0,S,GEORGIA,W,AVE,38.990640348,-77.026675328,3D,0,3,22,34,23,8,2017
81374,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,N,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,2,16,35,28,8,2017
81758,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Street - In vehicle,I,3I1,518.0,11200.0,W,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,1,18,36,4,9,2017
81902,1,Crime Against Society,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,MCPD,Street - In vehicle,R,6R1,548.0,700.0,E,RUSSELL,E,AVE,39.150669959,-77.204063076,6D,0,16,20,36,7,9,2017
82122,1,Other,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,N,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,30,19,37,12,9,2017
82257,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,321.0,11100.0,N,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,9,23,37,15,9,2017
82297,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,N,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,46,16,37,17,9,2017
82334,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,W,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,44,12,38,18,9,2017
82346,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,W,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,9,15,38,18,9,2017
82438,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,S,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,36,12,38,19,9,2017
82638,1,Crime Against Society,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Parking Lot - Commercial,G,3G1,94.0,8100.0,E,GEORGIA,W,AVE,38.990640348,-77.026675328,3D,0,50,0,38,23,9,2017
82674,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,W,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,25,11,36,4,9,2017
82675,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,W,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,25,11,36,4,9,2017
82680,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,W,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,24,14,38,24,9,2017
83274,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,N,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,0,8,40,5,10,2017
83331,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,K,4K1,324.0,11100.0,S,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,20,22,40,6,10,2017
83332,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,K,4K1,324.0,11100.0,S,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,20,22,40,6,10,2017
83349,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Street - In vehicle,M,5M1,701.0,20900.0,E,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,13,21,40,7,10,2017
83403,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,S,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,30,15,2,10,1,2017
83496,1,Crime Against Society,SILVER SPRING,8600 BLK  COLESVILLE RD,SILVER SPRING,MD,20910.0,MCPD,Parking Lot - Commercial,G,3G1,109.0,8600.0,N,COLESVILLE,W,RD,38.996081210999996,-77.02813565,3D,0,27,14,41,10,10,2017
84000,1,Crime Against Property,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Parking Lot - Commercial,R,6R1,548.0,700.0,S,RUSSELL,E,AVE,39.150669959,-77.204063076,6D,0,50,12,42,20,10,2017
84125,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,321.0,11100.0,N,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,24,15,43,23,10,2017
84160,1,Crime Against Society,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G2,93.0,8100.0,S,GEORGIA,E,AVE,38.990640348,-77.026675328,3D,0,40,23,42,20,10,2017
84161,1,Crime Against Society,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G2,93.0,8100.0,S,GEORGIA,E,AVE,38.990640348,-77.026675328,3D,0,40,23,42,20,10,2017
84392,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,S,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,56,16,43,29,10,2017
84808,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,16,23,44,1,11,2017
84971,1,Crime Against Society,SILVER SPRING,8600 BLK  COLESVILLE RD,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G1,109.0,8600.0,E,COLESVILLE,E,RD,38.996081210999996,-77.02813565,3D,0,31,1,45,10,11,2017
85120,1,Crime Against Society,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,School/College,G,3G2,93.0,8100.0,N,GEORGIA,E,AVE,38.990640348,-77.026675328,3D,0,10,20,46,13,11,2017
85172,1,Crime Against Society,SILVER SPRING,8600 BLK  COLESVILLE RD,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G1,108.0,8600.0,E,COLESVILLE,W,RD,38.996081210999996,-77.02813565,3D,0,47,0,44,2,11,2017
85173,1,Crime Against Society,SILVER SPRING,8600 BLK  COLESVILLE RD,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G1,108.0,8600.0,E,COLESVILLE,W,RD,38.996081210999996,-77.02813565,3D,0,47,0,44,2,11,2017
85539,1,Crime Against Person,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Street - Residential,G,3G1,94.0,8100.0,W,GEORGIA,E,AVE,38.990640348,-77.026675328,3D,0,0,18,45,11,11,2017
85614,1,Other,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,E,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,10,20,47,22,11,2017
85628,1,Crime Against Person,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,E,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,27,20,47,22,11,2017
85629,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,E,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,27,20,47,22,11,2017
85640,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,E,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,45,16,47,23,11,2017
85703,1,Crime Against Society,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Street - In vehicle,R,6R1,548.0,700.0,E,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,58,2,47,23,11,2017
86003,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,N,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,30,18,48,28,11,2017
86016,1,Crime Against Society,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Parking Lot - Commercial,R,6R1,548.0,700.0,N,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,0,20,47,24,11,2017
86126,1,Other,SILVER SPRING,8600 BLK  COLESVILLE RD,SILVER SPRING,MD,20910.0,MCPD,Street - Residential,G,3G1,108.0,8600.0,S,COLESVILLE,E,RD,38.996081210999996,-77.02813565,3D,0,3,20,48,1,12,2017
86296,1,Crime Against Society,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Parking Lot - Commercial,G,3G1,93.0,8100.0,E,GEORGIA,W,AVE,38.990640348,-77.026675328,3D,0,39,15,49,5,12,2017
86764,1,Crime Against Society,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G2,93.0,8100.0,E,GEORGIA,W,AVE,38.990640348,-77.026675328,3D,0,38,3,50,13,12,2017
86969,1,Crime Against Society,SILVER SPRING,8600 BLK  COLESVILLE RD,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G1,108.0,8600.0,S,COLESVILLE,E,RD,38.996081210999996,-77.02813565,3D,0,20,9,51,18,12,2017
87130,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Street - In vehicle,M,5M1,701.0,20900.0,N,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,17,17,52,31,12,2017
87219,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Street - In vehicle,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,35,0,1,1,1,2018
87558,1,Crime Against Society,SILVER SPRING,8600 BLK  COLESVILLE RD,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G1,109.0,8600.0,W,COLESVILLE,W,RD,38.996081210999996,-77.02813565,3D,0,9,23,3,16,1,2018
87609,1,Crime Against Society,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Parking Lot - Commercial,G,3G1,93.0,8100.0,N,GEORGIA,W,AVE,38.990640348,-77.026675328,3D,0,50,22,3,17,1,2018
87995,1,Crime Against Property,SILVER SPRING,8600 BLK  COLESVILLE RD,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G1,109.0,8600.0,N,COLESVILLE,W,RD,38.996081210999996,-77.02813565,3D,0,6,23,4,26,1,2018
88279,1,Crime Against Society,SILVER SPRING,8600 BLK  COLESVILLE RD,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G1,109.0,8600.0,W,COLESVILLE,W,RD,38.996081210999996,-77.02813565,3D,0,7,22,6,6,2,2018
88307,1,Crime Against Property,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20901.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,W,NEW HAMPSHIRE,W,AVE,39.039814085,-76.990643605,3D,0,30,22,4,26,1,2018
88408,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,324.0,11200.0,E,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,56,13,6,9,2,2018
88700,1,Crime Against Person,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,N,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,0,19,7,15,2,2018
89783,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,321.0,11100.0,N,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,20,13,11,13,3,2018
89857,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Street - In vehicle,M,5M1,701.0,20900.0,W,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,38,21,11,15,3,2018
89952,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,321.0,11100.0,N,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,38,22,11,17,3,2018
89984,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,324.0,11100.0,N,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,31,11,12,19,3,2018
90033,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,324.0,11200.0,E,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,35,17,12,19,3,2018
90034,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,324.0,11200.0,E,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,35,17,12,19,3,2018
90121,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,31,14,12,22,3,2018
